center_x,center_y,w_tr_left_m,w_tr_right_m
89623.591551,43174.8129727,2.695101009808318,2.765633941487083
89622.8542284,43175.4867769,3.2418867787872614,2.3896609026037097
89622.1696577,43176.2109206,3.9930570822800293,2.2881260416790474
89621.5553538,43176.9980236,4.365333107017591,2.278313091376548
89621.0376264,43177.8488579,4.915193316148093,2.169969029998436
89620.6408081,43178.7633853,5.128410239628571,2.055947522382124
89620.3931827,43179.728772,5.102044329643855,2.161838004775159
89620.3149504,43180.7193361,5.334517757189086,2.756917665419277
89620.4009579,43181.7166053,5.297683834804682,2.952336533509515
89620.6400525,43182.6821919,5.403754094174159,3.030701249999296
89621.018617,43183.6069974,5.09083213006044,3.2524076760840375
89621.5184018,43184.4691169,4.602356149731918,3.508789215315822
89622.1268046,43185.260559,4.257017107269483,3.7287991017123696
89622.8288556,43185.9691884,4.029381170027515,3.846792370354497
89623.6123528,43186.5869443,3.9806006890405286,3.899505433849763
89624.4650988,43187.105571,4.0599686202039384,3.891349956603286
89625.3739297,43187.5168587,4.279235358118261,3.8153781954102377
89626.3271806,43187.8134994,4.537704700792369,3.618919168521945
89627.309922,43187.9869291,4.856111409603648,3.3264386515226874
89628.3067872,43188.0283823,5.0147922149100035,2.895995429167847
89629.3015828,43187.9322798,5.009041206255529,2.6171343172804775
89630.2683303,43187.6998603,5.096708481878083,2.39952928045838
89631.1988907,43187.3383099,5.062016966376067,2.249479034828788
89632.081917,43186.8788937,4.964856173841001,2.341850273591629
89632.9249064,43186.3482212,4.826837584246681,2.519127501195637
89633.7383074,43185.7679189,4.529486721574746,2.9697352384186098
89634.5281412,43185.1628264,4.22980079143688,3.4325622517199084
89635.3155508,43184.5431318,3.9017004669742046,3.9261197312868514
89636.1038796,43183.9313232,3.597679164894174,4.40300287145811
89636.9084407,43183.3402062,3.267192813005768,4.744865801916546
89637.7411701,43182.7859802,2.9152715159099585,4.865868507781085
89638.6058123,43182.2912567,2.517288746354765,4.9862240966757945
89639.5139816,43181.8749585,2.29420463479827,4.8388574909508275
89640.4613912,43181.5674749,2.2646670979160626,4.679359082299325
89641.4419681,43181.3970985,2.2416790470716346,4.47099650238026
89642.4396756,43181.3673031,2.2983268724775856,4.382792492558386
89643.4324682,43181.4679982,2.338606873469737,4.294725304923689
89644.4066902,43181.6829948,2.31487019847964,4.325602006483541
89645.3552645,43181.9923072,2.381638954785921,4.422725136437837
89646.2756107,43182.3776519,2.5437879795339704,4.557721642226678
89647.1687356,43182.8218642,2.605318916313891,4.698041328320588
89648.0394446,43183.3090725,2.7581015460681844,4.805020075229162
89648.894335,43183.8238191,2.8542724403546513,4.836215777764092
89649.7408565,43184.3513234,2.89212887191479,4.865091875245536
89650.5889027,43184.878779,2.9136520370013046,4.786559752959649
89651.4440063,43185.391234,2.948875792590056,4.689058360480042
89652.3172849,43185.8777163,3.0172697220646487,4.5694314931643705
89653.2093127,43186.32205,3.148632972057793,4.393459283384701
89654.1294948,43186.7133737,3.3600882570441297,4.163016742354946
89655.0731463,43187.0348748,3.6531763819172722,3.8907206938880528
89656.0428672,43187.2732112,4.134409480913224,3.5787680546513627
89657.0315447,43187.4118499,4.748025905916513,3.3102356142747396
89658.0284627,43187.4347017,5.560072716433668,3.100516113492064
89659.0223986,43187.324419,5.869612699770769,2.955543320092484
89659.9835864,43187.0633524,5.940317365219226,3.0757674981192773
89660.8843736,43186.6317074,5.374959960034848,3.1712213056387477
89661.6803818,43186.0316885,4.712419939144547,3.1564750966491726
89662.3269835,43185.2781371,4.459761648211449,3.119680783045921
89662.7911808,43184.3976988,4.6262130059612385,3.1019417672062204
89663.0549613,43183.4393958,5.1540674676422675,3.109342051365241
89663.1199265,43182.4450211,5.974233423405144,3.094893928197477
89663.0008719,43181.4540885,5.974233423405144,2.9538305707998127
89662.7170924,43180.4986942,5.974233423405144,2.7997334421156492
89662.2929505,43179.5954199,5.33499294093688,2.725672229289207
89661.7518062,43178.7578041,5.046648801742192,2.9684366414775885
89661.1128532,43177.9913325,4.694662428907867,3.0286101721912133
89660.3939576,43177.2998133,4.315884405185058,3.006337103583796
89659.6097147,43176.6828075,4.116307454984572,3.4244184385506236
89658.7736761,43176.1388347,4.033699125844034,3.531018110753638
89657.8957035,43175.6637445,4.057944125442659,3.5030626482293292
89656.9867293,43175.2537127,4.0699005633394,3.36461344030868
89656.0521183,43174.902047,4.147183104274115,3.1884274378870754
89655.1009312,43174.6027341,4.191690895414409,2.913917389721819
89654.136357,43174.3438792,4.011802324930776,2.7930832200513724
89653.1653441,43174.1125292,3.9200496266415703,2.6601255300506828
89652.1926936,43173.8877661,3.79766935683788,2.635301334129081
89651.2232094,43173.6454199,3.64503965595181,2.761792958030794
89650.2670174,43173.3612258,3.500230413948248,2.9896031374562666
89649.3320466,43173.0091153,3.3313146458067164,3.339909688658987
89648.4383232,43172.5668303,3.13917047058899,3.9090491110566656
89647.6084702,43172.0128043,2.9876527739426484,4.392451377846637
89646.8732907,43171.3390121,2.878246548168192,4.78622133773324
89646.2686542,43170.550472,2.675546149075676,4.881345401163474
89645.820404,43169.6612506,2.5440518189146206,4.898985271253397
89645.546291,43168.7040797,2.69503782656141,4.921964794412132
89645.4488926,43167.712133,2.8736127907864413,4.912975207707594
89645.5192214,43166.7151903,2.9119822566556413,4.784270908549763
89645.7446467,43165.7438433,3.235170944369141,4.64218885321965
89646.1071606,43164.8139429,3.566724172604518,4.400275126797315
89646.5897254,43163.9402687,4.101868835365378,4.1881357187752
89647.1758404,43163.1338788,4.431655563796937,3.7044987030532557
89647.853135,43162.3997255,4.64582815182268,3.1590275431994224
89648.6049085,43161.7460968,4.799196367284308,2.7319952184040837
89649.4233702,43161.172631,4.900959874132387,2.4649057815001756
89650.2916718,43160.6851685,4.963959877662356,2.3340469628422564
89651.2056005,43160.2818268,4.9824433758721,2.35676109255808
89652.1510821,43159.9673711,4.950130363773916,2.5006034303290012
89653.1240624,43159.7424991,4.8688973680711785,2.751065364463718
89654.1122627,43159.6110969,4.796168313015228,3.051574411571759
89655.1093902,43159.5762735,4.682633470429538,3.4693064698350384
89656.1047043,43159.6424924,4.4346324553753735,3.932788000569192
89657.0874935,43159.8132561,4.086321239412192,4.423694258643125
89658.045875,43160.0908179,3.5742120633330887,4.857787162939595
89658.9652717,43160.4761412,2.8782168142611386,5.118149865213801
89659.8342999,43160.9667226,2.2919136580966657,5.3399152957431655
89660.6367516,43161.5525709,1.7966196721472345,5.500963683072845
89661.3757679,43162.2268723,1.7375591120117724,5.4718268357448565
89662.0425413,43162.9657981,2.135613047205122,5.347874560916237
89662.6555862,43163.7565607,4.26387926856221,5.1544250984058655
89663.2275945,43164.5748337,5.50584566021421,4.83090244116045
89663.782596,43165.4046902,5.50584566021421,4.468463183861175
89664.3460156,43166.2285737,5.50584566021421,3.8660598635365577
89664.942574,43167.0287559,5.82041759335814,3.120451846736768
89665.5953774,43167.7857026,5.393039406677925,2.274090337476314
89666.3186516,43168.4737377,5.042231767063184,1.5363686924256945
89667.1226065,43169.065069,4.964496264960227,1.8168585422718284
89668.0060341,43169.5306917,5.01005622556475,1.7985617353192151
89668.9496097,43169.8418114,5.2130807740973735,1.9464341255470228
89669.9364548,43169.9852831,5.079447705375625,2.143498308297082
89670.9323828,43169.9690422,4.885507395095216,2.412434666045869
89671.91544,43169.8065193,4.719583623722687,2.9483437540765567
89672.8690795,43169.5131777,4.609353111006049,3.4749037217084404
89673.7780852,43169.1064022,4.065330641406483,4.199684515657284
89674.6393686,43168.5988839,3.33506703086526,4.577347533977726
89675.4411914,43168.0078966,2.84996850723023,4.809541778910882
89676.1860162,43167.3410707,2.5337882644134235,4.942020865421263
89676.8667288,43166.6131758,2.3273750522506416,5.003164367220361
89677.4855948,43165.8291643,2.2130661954138073,5.029103100324692
89678.0391713,43164.9992775,2.159847845469411,5.058593579028706
89678.5266571,43164.1282374,2.151360903997723,5.025748485504552
89678.9454815,43163.2224363,2.5079880144161377,4.932504229175332
89679.29379,43162.28726,3.1240906775572332,4.780916070117334
89679.5697042,43161.3279748,3.876753717462302,4.570568559170894
89679.7711888,43160.3506881,4.4876657319919095,4.378643244659912
89679.8964687,43159.3604618,4.112839424952648,3.9944571085111478
89679.9435717,43158.363685,3.7647517557722803,3.5111403961900702
89679.9106365,43157.3663532,3.6889553365967394,3.011975385557243
89679.7957538,43156.3749289,3.617827665070342,2.579601730333122
89679.5972225,43155.3974165,3.6756670949531434,2.4270078914215314
89679.3135611,43154.4403728,3.778638643797271,2.467816478973069
89678.9451811,43153.5139262,4.075950475365735,2.4855151310807164
89678.4927687,43152.6244341,4.128002794224019,2.6469366870408364
89677.9612567,43151.7804851,4.134178468631072,3.0108639811214077
89677.3550932,43150.9880442,4.0480020201572655,3.327796719517
89676.679699,43150.2535384,4.111877228958337,3.530530279180689
89675.9408202,43149.5833213,3.865595407302566,3.610252110393102
89675.1435658,43148.9830577,3.6953462733193003,3.615745615532976
89674.294503,43148.4594881,3.7785495839968433,3.560259216812521
89673.3992456,43148.018664,3.9241056847272926,3.4829540252978646
89672.4656817,43147.6672431,4.253850863148748,3.487781496842997
89671.5019165,43147.4084345,4.522801147186703,3.3979251105023827
89670.5185129,43147.2436369,4.493311745220031,3.279805933289979
89669.5235486,43147.1625663,4.1989148519240915,3.121536080161131
89668.5256785,43147.1494303,4.097907077078739,2.967091236220338
89667.5281345,43147.1839638,3.9624340743285735,3.025061361720389
89666.5316263,43147.2432155,3.8561477709041605,3.1349162939096664
89665.5354418,43147.3037028,3.7659061527872106,3.288985513679108
89664.5380517,43147.3415199,3.66498465321266,3.5405866307605027
89663.5402204,43147.3325639,3.5300828424589596,3.798400404210955
89662.5453883,43147.2525386,3.377563483353869,4.064641137103138
89661.5630416,43147.0777218,3.2240471626459084,4.128410143892724
89660.6093059,43146.7848419,3.0407842771834743,3.813796686434603
89659.7066399,43146.3574218,2.989460183750836,3.6521578515150055
89658.8879967,43145.7921164,2.852722402650564,3.6947500700671645
89658.1774261,43145.092609,2.873938230668234,3.7408783161207353
89657.5868799,43144.2893935,2.836095928807064,3.6970801653649286
89657.1175437,43143.4096598,2.8854361916894726,3.6029542619830606
89656.7630774,43142.4770268,2.971003463731573,3.4820750215819247
89656.51353,43141.5119756,2.981862527312431,3.213018449826541
89656.3560676,43140.5259296,2.9570657606417226,2.967954314239388
89656.2779876,43139.5317255,2.929064928388292,2.779919796206558
89656.2655277,43138.5333174,2.8727738253009005,2.718293894480765
89656.3050632,43137.5363388,2.8394243946126996,2.6985587110091718
89656.3828516,43136.5410465,2.7976263136220005,2.7220348267692933
89656.4850904,43135.5481844,2.75168927629833,2.77013070463811
89656.5980203,43134.556426,2.7844796333593567,2.821954681913729
89656.7078283,43133.5642588,2.8671948700830563,2.8818730327938877
89656.8006245,43132.5705123,3.0128040295392937,2.90049924259207
89656.8624555,43131.5742487,3.173484100169408,2.92345630902471
89656.8793126,43130.5763826,3.35739491996749,2.924238445665783
89656.8371708,43129.5792663,3.514299592257479,2.9093007817165537
89656.722994,43128.5877943,3.651200876328805,2.9160835906414397
89656.525114,43127.6101326,4.045384668262038,2.9919064495906165
89656.234721,43126.6554467,4.392857642039899,3.1603225496033667
89655.848199,43125.735982,4.845588652267825,3.2576335531410714
89655.3636923,43124.8637383,4.834858972512092,3.3598303946581813
89654.783385,43124.0527376,4.556963506082868,3.3675871956253127
89654.1119101,43123.3154081,4.220996919489274,3.371863132717451
89653.3594296,43122.6599672,3.990659916295345,3.3537143304065093
89652.538237,43122.0941027,3.949425749342228,3.264815803081172
89651.659145,43121.6218903,4.024698017000022,3.267342870344305
89650.7345149,43121.2474569,4.20814184528767,3.305003266189993
89649.7754282,43120.9723055,4.531505369486194,3.3755702188800414
89648.7935147,43120.7967138,4.368803800170554,3.4437783225004477
89647.7989908,43120.7140586,3.9816609308715796,3.69069409885459
89646.8011222,43120.7146271,3.726066971154521,3.8357361674841757
89645.8058282,43120.7871319,3.469488966279087,3.9469270440490245
89644.8166655,43120.9194779,3.3310788788388908,4.038762412318069
89643.8353718,43121.1012544,3.287953608224565,4.087722456552928
89642.8623104,43121.3235569,3.290758975719238,4.065414581308918
89641.8985063,43121.5826416,3.276736641748391,4.011899955206355
89640.9457612,43121.8798256,3.362929975266683,3.9217139963629
89640.0066199,43122.2175573,3.6184257687224477,3.8278640106513757
89639.0845927,43122.5994445,3.7778911837277303,3.699412815634561
89638.1837597,43123.0289504,3.976564236904578,3.5689687063216144
89637.3089698,43123.5092092,4.1254471299191735,3.4767037427562832
89636.4653667,43124.0424291,4.204952824539294,3.336442143831094
89635.6581798,43124.6290754,4.186689345951904,3.408796464446949
89634.8914757,43125.2677016,4.115099935278397,3.446509474633951
89634.1652163,43125.9523254,3.9675247441884505,3.572432738604048
89633.4781485,43126.6760826,3.7743134663617104,3.725007713419375
