s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
213.8111274,89626.1204241,43173.113384,1.026707855977313,0.014273395481554948,9.694,0.0
212.81201,89625.262581,43173.6228326,1.0314558212905212,-0.007247175478802132,9.694,0.0
211.8128926,89624.4056015,43174.1397628,1.0122241675570471,-0.03208476771064434,9.694,0.0
210.8137752,89623.5678146,43174.6819976,0.9673258897168662,-0.05815010022062363,9.4905331,1.9534324
209.8146577,89622.7613587,43175.2730468,0.8960515623124916,-0.08447706046398648,8.9705085,4.8043388
208.8155403,89622.0076372,43175.9301493,0.7983890846461579,-0.11132670304054011,8.5683965,3.5294164
207.8164229,89621.3326685,43176.665091,0.6736432277857709,-0.13580427310498125,8.334917,1.9750324
206.8173055,89620.7625983,43177.4899549,0.5267064754174449,-0.15668313797102404,8.1828582,1.2569454
205.8181881,89620.3310299,43178.3875954,0.36048322562816715,-0.17069452681367853,8.2214528,-0.3168388
204.8190706,89620.0617942,43179.3490754,0.18626281161113756,-0.17106271738367926,8.2598671,-0.3168388
203.8199532,89619.9629952,43180.3405813,0.01923349139701891,-0.16115046253565918,8.314114,-0.4499405
202.8208358,89620.023569,43181.3362594,-0.13506075659676853,-0.1490348475484152,8.4641089,-1.2594355
201.8217184,89620.2308862,43182.3119912,-0.2780958501584605,-0.13840264278008454,8.6592429,-1.6721498
200.822601,89620.5699177,43183.2499563,-0.4111560839910071,-0.1292785478095341,8.8916838,-2.0415783
199.8234836,89621.0269424,43184.1377815,-0.5361240003502967,-0.1222115814672932,9.1356931,-2.2013664
198.8243661,89621.5879181,43184.9632624,-0.655164444364777,-0.11713011311959565,9.3690986,-2.1614684
197.8252487,89622.2415241,43185.7184744,-0.7700125216359832,-0.11376750868307693,9.5798762,-1.9987736
196.8261313,89622.9759336,43186.3946598,-0.8823653008105499,-0.11190753882655269,9.694,-1.1007754
195.8270139,89623.7813597,43186.9852999,-0.9935000758674821,-0.11142224314388785,9.694,0.0
194.8278965,89624.6469726,43187.4830258,-1.1049078319544612,-0.11242449554965765,9.6525747,0.4010732
193.8287791,89625.5628852,43187.8810585,-1.218030830710537,-0.11485019749387301,9.5288237,1.1879064
192.8296616,89626.5181015,43188.1719112,-1.3342840852623425,-0.11867468517725605,9.409634,1.1296315
191.8305442,89627.5008475,43188.3481524,-1.455017023724624,-0.12362862077855447,9.3146101,0.8904111
190.8314268,89628.4981104,43188.4021851,-1.581188946795515,-0.1295484357636972,9.2554614,0.5496833
189.8323094,89629.4936226,43188.3274415,-1.7137303997723947,-0.1349531012525587,9.2640486,-0.0795854
188.833192,89630.470122,43188.1183821,-1.8506824175890646,-0.1364211054686271,9.3077427,-0.4060972
187.8340745,89631.4084164,43187.7770704,-1.9861730785239269,-0.13137969896137944,9.3512326,-0.4060972
186.8349571,89632.2932843,43187.314297,-2.113050042774045,-0.1171644416113504,9.4352606,-0.7899928
185.8358397,89633.1156548,43186.7484639,-2.2201273627588285,-0.09303496691856807,9.5934685,-1.5065768
184.8367223,89633.8827462,43186.107658,-2.2989115036506105,-0.06392056034005256,9.694,-0.9703559
183.8376049,89634.6061588,43185.4196365,-2.3478329029241416,-0.033416664596919034,9.694,0.0
182.8384875,89635.3071094,43184.7069177,-2.365677938616316,-0.0024946559868690697,9.694,0.0
181.83937,89636.0054069,43183.9935941,-2.352816909400028,0.027880636634094246,9.694,0.0
180.8402526,89636.7248107,43183.298761,-2.309961530355551,0.057702925667504616,9.6152021,0.7614342
179.8411352,89637.4824406,43182.6471894,-2.237443287325491,0.08715271002816011,9.1590237,4.2859811
178.8420178,89638.2932597,43182.0646881,-2.1358617559682913,0.11329072483772122,8.9071282,2.2774012
177.8429004,89639.1683642,43181.5782657,-2.010910219025718,0.13425922009238292,8.7553488,1.3415837
176.843783,89640.0964218,43181.2155436,-1.8676616031052913,0.14637394309252866,8.7966436,-0.3627232
175.8446655,89641.0705473,43180.9963786,-1.7189090670224085,0.14459132675654057,8.8377455,-0.3627232
174.8455481,89642.0653633,43180.9217669,-1.579044913931293,0.13297481682829584,8.9418519,-0.9263028
173.8464307,89643.0612552,43180.9799577,-1.4535976388328156,0.11738212794949004,9.1279069,-1.6824687
172.8473133,89644.0445052,43181.1547876,-1.3447193541722622,0.10077863730219953,9.4057363,-2.5768705
171.8481959,89645.0044384,43181.4269074,-1.2524001338603694,0.0845984428855736,9.694,-2.7553118
170.8490784,89645.9395233,43181.7794053,-1.1757697503584446,0.06933367956277814,9.694,0.0
169.849961,89646.847554,43182.1953816,-1.1138647647322015,0.05489039972839198,9.694,0.0
168.8508436,89647.7319391,43182.6606159,-1.0660950542155807,0.040922805981730676,9.694,0.0
167.8517262,89648.5968557,43183.1617354,-1.0320645612614143,0.02725480794000956,9.694,0.0
166.8526088,89649.4474912,43183.6860134,-1.0116174778423348,0.013641332208312346,9.694,0.0
165.8534914,89650.2913202,43184.2221418,-1.0047960255284334,-8.562360269956525e-05,9.694,0.0
164.8543739,89651.1348052,43184.7580315,-1.0117886447855153,-0.014050853028305133,9.694,0.0
163.8552565,89651.9855532,43185.2819998,-1.032876363642901,-0.028307939719707194,9.694,0.0
162.8561391,89652.851036,43185.7819446,-1.0683665811273095,-0.042944434441441914,9.694,0.0
161.8570217,89653.7361138,43186.2438656,-1.118673676783449,-0.057931635577234956,9.694,0.0
160.8579043,89654.6473031,43186.6543479,-1.1840992838253341,-0.07345025886344689,9.4584101,2.2580504
159.8587868,89655.5848527,43186.9966704,-1.2653884231751233,-0.08989604622267935,8.9775535,4.436443
158.8596694,89656.5501344,43187.2542566,-1.3636351197119467,-0.10758884688149199,8.54111,3.8263302
157.860552,89657.5363285,43187.4068247,-1.4802417393271856,-0.12643642793911075,8.1404671,3.3446299
156.8614346,89658.5339362,43187.4343916,-1.6159913902634604,-0.14614257767764363,7.7744278,2.915311
155.8623172,89659.5255267,43187.3168615,-1.7720183110878711,-0.16782111915313996,7.4423278,2.5289747
154.8631998,89660.4834466,43187.0367255,-1.9510584858591242,-0.1920919861332435,7.1832909,1.8959604
153.8640823,89661.369805,43186.5796726,-2.155299829373377,-0.21318544822166838,7.116053,0.4811535
152.8649649,89662.1372709,43185.9425154,-2.376308872555079,-0.2261619219642534,7.0076636,0.7661072
151.8658475,89662.7425308,43185.1505824,-2.6063180054409676,-0.2288108117007229,7.0407154,-0.2323672
150.8667301,89663.1461762,43184.2412276,-2.8320218386683815,-0.21580760880535196,7.0736127,-0.2323672
149.8676127,89663.3464468,43183.2624855,-3.036624712247579,-0.1947401806606846,7.2773723,-1.4633671
148.8684953,89663.3543404,43182.2653948,3.0624340891746993,-0.17472760627020043,7.5437156,-1.9754918
147.8693778,89663.1892394,43181.2806544,2.8978729966141747,-0.1565946382305866,7.8507764,-2.3656103
146.8702604,89662.8740566,43180.333928,2.749824526733562,-0.14165725223589926,8.1921938,-2.7410944
145.871143,89662.4287662,43179.4398645,2.6150360207457446,-0.1293836245952956,8.5357324,-2.8758819
144.8720256,89661.8722464,43178.6105343,2.491372133389949,-0.11871207356012531,8.8749131,-2.9552859
143.8729082,89661.221693,43177.8527639,2.3779124901738626,-0.10887586063717278,9.2113664,-3.0452823
142.8737907,89660.4927045,43177.1697305,2.273871268881938,-0.09977294495051549,9.5517398,-3.1960519
141.8746733,89659.6995884,43176.5626912,2.1785917803990156,-0.09127957343493255,9.694,-1.3701604
140.8755559,89658.8545328,43176.0301487,2.0915290244877998,-0.08336513399026177,9.694,0.0
139.8764385,89657.9681222,43175.5696345,2.0120484567931953,-0.07575973623248643,9.694,0.0
138.8773211,89657.0495548,43175.1776376,1.9401905478204942,-0.06767766675192552,9.694,0.0
137.8782037,89656.1062435,43174.8487776,1.8768484410337152,-0.057713552957322146,9.694,0.0
136.8790862,89655.1455264,43174.5760027,1.8248971679339796,-0.043024677251873554,9.694,0.0
135.8799688,89654.1733994,43174.3467895,1.7909077260940993,-0.022627997982556956,9.694,0.0
134.8808514,89653.1955866,43174.1397302,1.779680100183489,0.0005365606789991473,9.694,0.0
133.881734,89652.2181973,43173.932334,1.7919801213454871,0.024257624166562984,9.694,0.0
132.8826166,89651.24608,43173.7013588,1.8281548773794398,0.048312677475511476,9.5770898,1.1274885
131.8834991,89650.2855108,43173.4236603,1.8885612835348162,0.07307392110307982,9.0497023,4.9161073
130.8843817,89649.3496798,43173.0776124,1.9741322175353027,0.09869029214801832,8.5373306,4.5095294
129.8852643,89648.4502419,43172.6404942,2.0857239920532127,0.12552791575966357,8.1277523,3.4158431
128.8861469,89647.6150226,43172.0960634,2.224814477490206,0.15174230157956992,7.8508336,2.2143386
127.8870295,89646.8705737,43171.4295772,2.3886315588337155,0.17548590493568383,7.6651334,1.4419316
126.8879121,89646.2554866,43170.6453388,2.575063139918143,0.1917808596646266,7.7012862,-0.2780147
125.8887946,89645.8064021,43169.75657,2.7707472556722514,0.19296717744783926,7.7372701,-0.2780147
124.8896772,89645.5360365,43168.7950729,2.9599498621200224,0.18362438557013075,7.8285628,-0.7111514
123.8905598,89645.4472579,43167.8011629,3.1373815219944303,0.1697021116998242,7.9408199,-0.8858945
122.8914424,89645.5276601,43166.8059756,-2.984459629491083,0.1542562546128093,8.1406688,-1.6083531
121.892325,89645.7589819,43165.8336949,-2.837623003376579,0.1416511674251609,8.407452,-2.2093309
120.8932076,89646.1240139,43164.9048896,-2.7015282301973853,0.13166348622987878,8.6853678,-2.3772805
119.8940901,89646.6078691,43164.0308478,-2.5746918457515746,0.1230314700886655,8.9647386,-2.4676399
118.8949727,89647.1946152,43163.2231533,-2.4557911664235372,0.11551097857758144,9.2412188,-2.5190161
117.8958553,89647.8707728,43162.4875255,-2.343960096363924,0.10899877262252146,9.5159578,-2.5789402
116.8967379,89648.6222549,43161.8300257,-2.2380461824748528,0.10346734423308444,9.694,-1.7116024
115.8976205,89649.4375397,43161.253246,-2.1373155554069347,0.09863125701314586,9.694,0.0
114.898503,89650.3054762,43160.7593814,-2.041051133781041,0.09484598705986651,9.694,0.0
113.8993856,89651.2155777,43160.3494933,-1.9479316588939286,0.09266191556804866,9.694,0.0
112.9002682,89652.159899,43160.0248541,-1.8560321221983203,0.0922181938761401,9.694,0.0
111.9011508,89653.1294519,43159.7882848,-1.763812265757132,0.09305120529778925,9.694,0.0
110.9020334,89654.1173493,43159.6422721,-1.6702436221410748,0.09514055438988427,9.694,0.0
109.902916,89655.1143264,43159.5902411,-1.5738200564870677,0.09881619588138563,9.694,0.0
108.9037985,89656.1118006,43159.6362414,-1.4729207006644782,0.1035219864050267,9.694,0.0
107.9046811,89657.0985983,43159.7850755,-1.367139146585142,0.107832441908725,9.694,0.0
106.9055637,89658.0639086,43160.0393914,-1.2576647925209732,0.11153604944571219,9.694,0.0
105.9064463,89658.9948881,43160.3990635,-1.1444808186299542,0.11588899953528803,9.694,0.0
104.9073289,89659.877954,43160.8632747,-1.0263865709271274,0.11841777090477663,9.694,0.0
103.9082115,89660.6999544,43161.4313785,-0.9080172361498584,0.11337892530307639,9.694,0.0
102.909094,89661.4498294,43162.0902297,-0.7999223641051136,0.09913452883773441,9.694,0.0
101.9099766,89662.1328088,43162.8232038,-0.709743091742808,0.07889075398603942,9.694,0.0
100.9108592,89662.7526812,43163.6067924,-0.64206352045335,0.05414279381451741,9.694,0.0
99.9117418,89663.3292012,43164.4231804,-0.6015355651069938,0.025979459043825228,9.694,0.0
98.9126244,89663.8839881,43165.2549825,-0.5901234690721555,-0.00391397229299895,9.694,0.0
97.9135069,89664.4409301,43166.0831351,-0.609355095371499,-0.03442744631358447,9.694,0.0
96.9143895,89665.0271652,43166.8928674,-0.6588984045578155,-0.06439653116381656,9.2569067,4.1453153
95.9152721,89665.6634218,43167.6618856,-0.7380047382017398,-0.09292102980297533,8.7698407,4.3939867
94.9161547,89666.3705403,43168.370017,-0.8446323957630573,-0.12030776282633453,8.395992,3.2115459
93.9170373,89667.1540437,43168.9856068,-0.9782762793369848,-0.14469849928050502,8.195348,1.6659471
92.9179199,89668.0220675,43169.4818443,-1.1334891211700415,-0.16348073006808395,8.0731396,0.9949507
91.9188024,89668.9561998,43169.8281059,-1.3046004171012875,-0.17319721025509055,8.1112168,-0.3083992
90.919685,89669.9364366,43170.0038295,-1.4785163218002966,-0.16922862080128107,8.149116,-0.3083992
89.9205676,89670.9357792,43170.0113018,-1.642251024009505,-0.15780672364376633,8.2762266,-1.0448394
88.9214502,89671.9215293,43169.8617434,-1.7935619198516344,-0.14448959731729388,8.4498625,-1.4534076
87.9223328,89672.8776747,43169.5714137,-1.9306932203039433,-0.1308708801082578,8.6875097,-2.0381236
86.9232153,89673.7865474,43169.1599648,-2.0549005415978137,-0.11844495845769118,8.9730863,-2.5239538
85.9240979,89674.6421266,43168.6435967,-2.1672269535359,-0.10743098323675843,9.2886772,-2.8841684
84.9249805,89675.4371789,43168.0393353,-2.2695417062278516,-0.09812470719508064,9.6263022,-3.1959059
83.9258631,89676.1698181,43167.3601129,-2.36324775982953,-0.09011309965750622,9.694,-0.6545486
82.9267457,89676.8385745,43166.6180301,-2.449588728699154,-0.08323746217491411,9.694,0.0
81.9276283,89677.4435375,43165.8231236,-2.5295469011958946,-0.07764849785241427,9.694,0.0
80.9285108,89677.9857019,43164.9838717,-2.6047358891455836,-0.07406190348675129,9.694,0.0
79.9293934,89678.4647188,43164.1073283,-2.6775251598063874,-0.07245424825751781,9.694,0.0
78.930276,89678.8793633,43163.1984235,-2.7494930044192745,-0.07212889088558726,9.694,0.0
77.9311586,89679.2277105,43162.2621758,-2.821636572697904,-0.0726654864582714,9.694,0.0
76.9320412,89679.5073355,43161.3031771,-2.8946703603171624,-0.07374321720053523,9.694,0.0
75.9329238,89679.7157232,43160.3261254,-2.968972645494164,-0.07522854228671362,9.694,0.0
74.9338063,89679.8502421,43159.3364649,-3.04496104747924,-0.07710042340040324,9.694,0.0
73.9346889,89679.9083397,43158.3390261,-3.1230108272518695,-0.0794396236246803,9.694,0.0
72.9355715,89679.8873314,43157.340696,3.0795292738158633,-0.0822348151961703,9.694,0.0
71.9364541,89679.784536,43156.3467933,2.9958894224382675,-0.08553168939546324,9.694,0.0
70.9373367,89679.5975717,43155.3660911,2.9086737960743383,-0.08913150257593459,9.694,0.0
69.9382192,89679.3239118,43154.4050694,2.817841151542546,-0.09274984647770879,9.694,0.0
68.9391018,89678.9627787,43153.4743382,2.7234000988760876,-0.09535242793649633,9.694,0.0
67.9399844,89678.5137593,43152.5820702,2.62740164866029,-0.09587789662993856,9.694,0.0
66.940867,89677.9814789,43151.7371369,2.5318843770814974,-0.09500306478600883,9.694,0.0
